City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
58,Streator,US,2023-10-24 19:11:52,41.1209,-88.8354,80.73,55,73,17.9
59,Kalmunai,LK,2023-10-24 19:11:52,7.4167,81.8167,78.42,84,17,6.17
60,Quelimane,MZ,2023-10-24 19:11:52,-17.8786,36.8883,78.35,78,0,7.7
61,Souillac,MU,2023-10-24 19:11:52,-20.5167,57.5167,75.58,88,40,5.75
62,Bambous Virieux,MU,2023-10-24 19:11:53,-20.3428,57.7575,78.22,88,40,5.75
63,Lodeynoye Pole,RU,2023-10-24 19:11:53,60.726,33.5531,26.91,92,9,2.42
64,Ostrovnoy,RU,2023-10-24 19:11:53,68.0531,39.5131,35.49,73,100,19.55
65,Karaj,IR,2023-10-24 19:11:53,35.8355,51.0103,64.92,30,100,3.91
66,Shenkursk,RU,2023-10-24 19:11:54,62.1091,42.896,29.16,88,87,7.07
67,Harper,LR,2023-10-24 19:11:54,4.375,-7.7169,75.65,92,100,6.58
68,Carnarvon,AU,2023-10-24 19:11:54,-24.8667,113.6333,69.35,73,0,8.97
69,Cap Malheureux,MU,2023-10-24 19:11:55,-19.9842,57.6142,78.48,74,100,1.99
70,Muros,ES,2023-10-24 19:11:55,42.7762,-9.0603,65.84,88,18,16.28
71,Iqaluit,CA,2023-10-24 19:11:55,63.7506,-68.5145,31.73,80,75,6.91
72,Hermanus,ZA,2023-10-24 19:11:56,-34.4187,19.2345,59.59,78,69,2.55
73,Coihaique,CL,2023-10-24 19:07:16,-45.5752,-72.0662,57.81,47,40,10.36
74,Grindavik,IS,2023-10-24 19:11:56,63.8424,-22.4338,41.47,81,75,6.91
75,Sokoni,TZ,2023-10-24 19:11:56,-6.4333,39.55,79.93,83,82,11.07
76,Saint-Philippe,RE,2023-10-24 19:11:57,-21.3585,55.7679,74.79,82,14,8.68
77,Senanga,ZM,2023-10-24 19:11:57,-16.1167,23.2667,86.43,25,84,4.9
78,Mahebourg,MU,2023-10-24 19:10:37,-20.4081,57.7,78.26,88,40,5.75
79,Vardo,NO,2023-10-24 19:09:20,70.3705,31.1107,31.98,86,75,6.91
80,Gao,ML,2023-10-24 19:11:57,16.6362,1.637,89.76,10,7,8.1
81,Upernavik,GL,2023-10-24 19:11:58,72.7868,-56.1549,14.86,66,89,7.83
82,Pozo Colorado,PY,2023-10-24 19:11:58,-23.4923,-58.7972,96.22,40,99,13.31
83,Taoudenni,ML,2023-10-24 19:11:58,22.6783,-3.9836,91.94,21,100,9.62
84,Makhachkala,RU,2023-10-24 19:10:50,42.9764,47.5024,68.81,44,100,10.74
85,Anori,BR,2023-10-24 19:11:59,-3.7728,-61.6442,101.14,30,98,3.94
86,Sept-Iles,CA,2023-10-24 19:11:59,50.2001,-66.3821,47.05,67,100,8.05
87,Marienburg,PL,2023-10-24 19:10:35,54.0359,19.0266,52.95,84,99,9.19
88,Port Hawkesbury,CA,2023-10-24 19:11:59,45.6169,-61.3485,55.18,66,0,7.0
89,Mugumu,TZ,2023-10-24 19:09:21,-1.85,34.7,72.25,61,100,1.48
90,Santo Domingo,DO,2023-10-24 19:09:59,18.5001,-69.9886,94.64,67,40,13.8
91,Laguna,US,2023-10-24 19:12:00,38.421,-121.4238,74.34,69,0,5.75
92,Mawana,IN,2023-10-24 19:12:00,29.1,77.9167,69.71,41,0,3.83
93,Dingle,PH,2023-10-24 19:13:00,10.9995,122.6711,76.12,92,100,4.52
94,Senekal,ZA,2023-10-24 19:13:01,-28.3197,27.6208,63.37,16,0,6.89
95,Zolotkovo,RU,2023-10-24 19:13:01,55.5281,41.1053,27.95,91,63,4.59
96,Qasigiannguit,GL,2023-10-24 19:13:01,68.8193,-51.1922,25.05,76,100,2.91
97,Barsovo,RU,2023-10-24 19:13:01,61.1667,73.1667,28.85,95,100,3.11
98,Saldanha,ZA,2023-10-24 19:13:02,-33.0117,17.9442,58.98,86,0,12.06
99,Darab,IR,2023-10-24 19:13:02,28.7519,54.5444,72.63,33,100,7.54
100,Santa Ana,US,2023-10-24 19:12:13,33.7456,-117.8678,76.93,65,40,9.22
101,Gat,IL,2023-10-24 19:13:03,31.61,34.7642,79.39,63,0,6.8
102,Ratnagiri,IN,2023-10-24 19:13:03,16.9833,73.3,77.58,75,15,3.83
103,Amalapuram,IN,2023-10-24 19:13:04,16.5833,82.0167,76.95,80,11,2.59
104,Najran,SA,2023-10-24 19:13:04,17.4924,44.1277,75.85,47,31,4.94
105,Abu Zabad,SD,2023-10-24 19:13:04,12.35,29.25,88.84,24,86,7.99
106,Yanam,IN,2023-10-24 19:13:05,16.7333,82.2167,76.77,80,6,3.04
107,Akcakoca,TR,2023-10-24 19:13:05,41.0866,31.1162,66.58,66,100,3.53
108,Sinnamary,GF,2023-10-24 19:13:05,5.3833,-52.95,85.68,70,11,14.2
109,Longyearbyen,SJ,2023-10-24 19:13:06,78.2186,15.6401,21.04,86,20,6.91
110,Parasia,IN,2023-10-24 19:13:06,22.2,78.7667,63.7,52,12,4.34
111,Feltre,IT,2023-10-24 19:13:06,46.0235,11.907,62.53,93,100,2.06
112,Chuy,UY,2023-10-24 19:13:07,-33.6971,-53.4616,66.18,73,43,12.19
113,Narsaq,GL,2023-10-24 19:13:07,60.9167,-46.05,43.02,46,0,5.41
114,Mehamn,NO,2023-10-24 19:13:07,71.0357,27.8492,33.71,93,75,6.91
115,Port-Gentil,GA,2023-10-24 19:13:08,-0.7193,8.7815,79.48,86,100,13.22
116,Viedma,AR,2023-10-24 19:10:35,-40.8135,-62.9967,67.78,29,32,9.69
117,Galle,LK,2023-10-24 19:09:09,6.0367,80.217,77.59,88,100,6.17
118,Salta,AR,2023-10-24 19:13:08,-24.7859,-65.4117,75.79,57,75,14.97
119,Quetta,PK,2023-10-24 19:13:08,30.199,67.0097,57.87,27,0,1.77
120,Marsa Matruh,EG,2023-10-24 19:13:09,31.3525,27.2453,75.4,78,40,4.61
121,Chanika,TZ,2023-10-24 19:13:09,-5.4167,38.0167,69.51,97,64,4.0
122,Saint-Pierre,RE,2023-10-24 19:13:09,-21.3393,55.4781,74.88,78,0,4.61
123,Necochea,AR,2023-10-24 19:13:10,-38.5473,-58.7368,55.78,60,70,12.06
124,Arrecife,ES,2023-10-24 19:13:10,28.963,-13.5477,73.38,53,20,13.8
125,Bouca,CF,2023-10-24 19:13:10,6.5105,18.2733,73.71,92,100,3.96
126,Odweyne,SO,2023-10-24 19:13:11,9.4092,45.064,80.69,49,80,10.36
127,Klaksvik,FO,2023-10-24 19:13:11,62.2266,-6.589,47.32,88,28,15.5
128,Aneho,TG,2023-10-24 19:13:11,6.2333,1.6,79.3,75,100,1.68
129,Jizan,SA,2023-10-24 19:13:11,17.3333,42.6667,88.74,56,20,2.64
130,Sisimiut,GL,2023-10-24 19:13:12,66.9395,-53.6735,26.65,74,100,9.73
131,Beloha,MG,2023-10-24 19:13:12,-25.1667,45.05,72.64,85,3,2.98
132,Cockburn Town,TC,2023-10-24 19:13:12,21.4612,-71.1419,83.37,75,46,20.62
133,Ornes,NO,2023-10-24 19:13:13,66.8689,13.7078,40.19,86,50,6.58
134,Vila Velha,BR,2023-10-24 19:11:44,-20.3297,-40.2925,82.35,79,0,20.71
135,Lowestoft,GB,2023-10-24 19:13:13,52.4752,1.7516,49.01,92,93,10.65
136,Trelew,AR,2023-10-24 19:11:50,-43.249,-65.3051,66.47,39,0,20.71
137,Beyneu,KZ,2023-10-24 19:13:14,45.3167,55.2,58.32,57,100,10.65
138,Saint-Joseph,RE,2023-10-24 19:13:14,-21.3667,55.6167,73.78,79,9,3.36
139,Itarema,BR,2023-10-24 19:13:55,-2.9248,-39.9167,82.45,67,97,18.03
140,Black River,JM,2023-10-24 19:14:15,18.0264,-77.8487,86.94,69,100,4.83
141,Sao Gabriel Da Cachoeira,BR,2023-10-24 19:14:15,-0.1303,-67.0892,92.86,49,48,3.96
142,Sinnar,SD,2023-10-24 19:14:15,13.5691,33.5672,88.93,40,10,7.92
143,Guisa,CU,2023-10-24 19:14:16,20.255,-76.5386,88.88,49,18,10.54
144,Zapolyarnyy,RU,2023-10-24 19:14:16,69.4154,30.8136,27.68,97,89,4.07
145,Hobyo,SO,2023-10-24 19:14:16,5.3505,48.5268,82.99,78,14,10.56
146,Linares,CL,2023-10-24 19:14:17,-35.85,-71.6,70.0,48,3,6.87
147,Diego De Almagro,CL,2023-10-24 19:14:17,-26.3667,-70.05,83.77,13,0,13.0
148,Balkhash,KZ,2023-10-24 19:14:17,46.844,74.9804,45.68,71,41,9.62
149,Tamandare,BR,2023-10-24 19:13:36,-8.7597,-35.1047,81.12,66,6,9.04
150,Pisco,PE,2023-10-24 19:09:26,-13.7,-76.2167,73.02,73,20,8.05
151,Cabinda,AO,2023-10-24 19:14:18,-5.55,12.2,78.93,83,100,5.66
152,At-Bashi,KG,2023-10-24 19:14:18,41.1702,75.8106,40.03,59,0,2.39
153,Areka,ET,2023-10-24 19:14:18,7.0667,37.7,62.29,93,100,6.11
154,Chardara,KZ,2023-10-24 19:14:18,41.2547,67.9692,60.12,60,6,4.76
155,Eydhafushi,MV,2023-10-24 19:14:19,5.1033,73.0708,81.99,76,10,9.98
156,Calatayud,ES,2023-10-24 19:14:20,41.3535,-1.6432,56.16,70,100,25.77
157,Cayenne,GF,2023-10-24 19:14:20,4.9333,-52.3333,87.84,70,40,14.97
158,Camabatela,AO,2023-10-24 19:14:21,-8.1881,15.375,65.34,91,100,1.99
159,Sao Joao Da Barra,BR,2023-10-24 19:14:21,-21.6403,-41.0511,84.29,81,100,21.83
160,Areosa,PT,2023-10-24 19:14:21,41.7178,-8.8571,63.16,92,31,11.21
161,Puerto Ayacucho,VE,2023-10-24 19:14:21,5.6639,-67.6236,91.54,55,100,2.26
162,Nova Prata,BR,2023-10-24 19:14:22,-28.7839,-51.61,71.58,89,100,5.53
163,Rincon,US,2023-10-24 19:14:22,32.296,-81.2354,78.91,55,40,12.66
164,Zalesovo,RU,2023-10-24 19:14:22,53.9939,84.7431,33.89,97,100,18.88
165,Hofn,IS,2023-10-24 19:14:23,64.2539,-15.2082,41.5,60,26,7.9
166,Dwarka,IN,2023-10-24 19:14:23,22.2394,68.9678,81.64,77,31,16.11
167,Giyon,ET,2023-10-24 19:14:24,8.5333,37.9833,61.16,70,100,4.97
168,San Andres,CO,2023-10-24 19:09:32,12.5847,-81.7006,84.22,79,20,8.05
169,Thompson,CA,2023-10-24 19:11:25,55.7435,-97.8558,30.56,47,92,9.66
170,Limache,CL,2023-10-24 19:14:25,-33.0167,-71.2667,68.7,46,1,8.75
171,Salalah,OM,2023-10-24 19:14:25,17.0151,54.0924,78.89,100,75,3.44
172,Margate,GB,2023-10-24 19:14:26,51.3813,1.3862,51.69,86,100,1.01
173,Challans,FR,2023-10-24 19:14:26,46.8436,-1.8749,58.98,85,100,19.13
174,Ust-Tsilma,RU,2023-10-24 19:14:26,65.441,52.1498,23.61,89,18,7.0
175,West Bay,KY,2023-10-24 19:14:27,19.3667,-81.4167,89.67,71,20,18.41
176,Manta,EC,2023-10-24 19:14:27,-0.95,-80.7333,78.58,78,100,8.05
177,Akureyri,IS,2023-10-24 19:14:27,65.6835,-18.0878,26.53,93,0,0.0
178,Nanortalik,GL,2023-10-24 19:14:27,60.1432,-45.2371,35.44,63,100,7.94
