City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
678,Albany,US,42.6001,-73.9662,64.63,61,43,1.01,Clouds
679,Sarangarh,IN,21.6,83.0833,67.03,62,1,2.57,Clear
680,Arica,CL,-18.475,-70.3042,76.55,53,0,10.36,Clear
681,Bafra,TR,41.5678,35.9069,65.48,66,3,4.16,Clear
682,Banamba,ML,13.55,-7.45,83.48,46,82,7.34,Clouds
683,Belmonte,BR,-15.8631,-38.8828,78.17,80,26,11.21,Clouds
684,Kjollefjord,NO,70.9457,27.3465,33.85,80,100,11.5,Clouds
685,Jacareacanga,BR,-6.2222,-57.7528,101.52,24,75,3.51,Clouds
686,Akureyri,IS,65.6835,-18.0878,31.93,74,0,0.0,Clear
687,Zapresic,HR,45.8564,15.8078,58.8,87,100,4.81,Clouds
688,Gombe,NG,10.2897,11.1673,82.15,27,7,4.43,Clear
689,Pisco,PE,-13.7,-76.2167,73.45,64,0,11.5,Clear
690,Bollnas,SE,61.3482,16.3946,28.8,84,13,2.46,Clouds
691,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,18,20,28.77,Clouds
692,Takoradi,GH,4.8845,-1.7554,78.53,85,3,5.86,Clear
693,Linden,GY,6.0,-58.3,86.86,59,99,2.28,Clouds
694,Kargil,IN,34.5667,76.1,33.46,40,5,2.66,Clear
695,Skibbereen,IE,51.55,-9.2667,50.11,85,100,7.36,Rain
696,Irbit,RU,57.6705,63.071,21.96,89,100,7.94,Clouds
697,Chiredzi,ZW,-21.05,31.6667,80.37,39,0,10.0,Clear
698,Linguere,SN,15.3953,-15.1193,87.93,29,23,9.91,Clouds
699,Kiomboi,TZ,-4.2667,34.3667,69.26,54,95,5.7,Clouds
700,Mahajanga,MG,-15.7167,46.3167,75.22,94,40,12.66,Rain
701,Buraydah,SA,26.326,43.975,77.45,42,96,8.55,Clouds
702,Tibati,CM,6.4667,12.6333,74.41,68,77,2.37,Clouds
703,Riviere-Au-Renard,CA,48.9957,-64.3971,64.69,75,62,23.85,Clouds
