City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
133,Ornskoldsvik,SE,31.15,Clouds,63.2909,18.7153,ファーストホテル スタット
134,Cockburn Town,TC,82.58,Clouds,21.4612,-71.1419,Osprey Beach Hotel
135,Itarema,BR,79.66,Clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
136,Ilulissat,GL,24.82,Clouds,69.2167,-51.1,Hotel Arctic
137,Straseni,MD,49.93,Clear,47.1414,28.6103,Castania Holiday Homes
138,Chazuta,PE,92.25,Clouds,-6.5742,-76.1367,Cáliz Hostel Chazuta
139,Goderich,CA,46.9,Clouds,43.7501,-81.7165,Harmony Inn
140,Kati,ML,76.41,Clouds,12.7441,-8.0726,Lingot d’or
141,Ahar,IR,57.69,Clouds,38.4774,47.0699,دفتر خدمات سلامت
142,Soyo,AO,79.03,Clouds,-6.1349,12.3689,Hospedaria ndozi'ame
143,Cap Malheureux,MU,75.47,Clear,-19.9842,57.6142,Pereybere Hotel & Spa
144,Abu Dhabi,AE,86.95,Clear,24.4667,54.3667,Beach Rotana
145,Berlevag,NO,26.55,Clouds,70.8578,29.0864,Kvitbrakka
146,Sorland,NO,37.26,Rain,67.667,12.6934,Sjybrygga fiskecamp
147,Sur,OM,82.2,Clouds,22.5667,59.5289,Sur Plaza Hotel
148,Touros,BR,78.15,Clouds,-5.1989,-35.4608,INN NEW HORIZON
149,Dubrovnik,HR,64.04,Clear,42.6481,18.0922,Hotel Dubrovnik Palace
151,Aquiraz,BR,84.04,Clear,-3.9014,-38.3911,Pousada Rua Camurupim
153,Dzaoudzi,YT,80.49,Clouds,-12.7887,45.2699,Le Rocher
154,Tabuk,PH,72.59,Clouds,17.4189,121.4443,Golden Berries Hotel and Convention
155,Jalgaon,IN,70.57,Clear,21.0167,75.5667,Hotel Plaza
156,Padang,ID,78.85,Clouds,-0.9492,100.3543,Mercure Padang
157,Monrovia,LR,76.77,Rain,6.3005,-10.7969,Sunset Inn
158,Mairi,BR,88.29,Clear,-11.7114,-40.1489,Pousada Solar do Monte
159,Mananjary,MG,73.44,Clear,-21.2167,48.3333,Vahiny Lodge
160,Saint George,US,69.42,Clear,37.1041,-113.5841,Best Western Plus Abbey Inn
161,Ambilobe,MG,73.02,Clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
162,Khash,IR,64.78,Clear,28.2211,61.2158,مسافر خانه رحمت زنگی زهی
164,Tutoia,BR,80.19,Clouds,-2.7619,-42.2744,Pousada Guará's
165,Gornopravdinsk,RU,12.47,Clouds,60.05,69.9,Hostel
167,Forestville,US,83.73,Clear,38.8451,-76.875,Quality Inn Near Joint Base Andrews-Washington Area
168,Ahmadpur East,PK,77.56,Clouds,29.1431,71.2598,New Holiday Hotel & Restaurant
169,Port Shepstone,ZA,60.96,Rain,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
170,Eydhafushi,MV,82.24,Clouds,5.1033,73.0708,Soneva Fushi
171,Banda Aceh,ID,78.51,Clouds,5.5577,95.3222,Rumoh PMI Hotel
173,Horki,BY,34.41,Clouds,54.2861,30.9842,Gostinitsa Pronya Top
174,Richards Bay,ZA,63.68,Rain,-28.783,32.0377,BON Hotel Waterfront Richards Bay
175,Port Said,EG,76.98,Clear,31.2565,32.2841,Aracan Hotel
176,Hurghada,EG,82.44,Clear,27.2574,33.8129,Sea Star Beau Rivage Hotel
177,Mbandaka,CD,72.86,Rain,0.0487,18.2603,Guest House Epervier
178,Hambantota,LK,78.4,Rain,6.1241,81.1185,Bungalow 63
180,Brae,GB,46.13,Clouds,60.3964,-1.353,Busta House Hotel
181,Kolosovka,RU,18.99,Clouds,56.4678,73.611,Kolosovskaya Gostinitsa
182,Raudeberg,NO,40.87,Clear,61.9875,5.1352,Nordre Silda.
186,Aswan,EG,85.3,Clouds,24.0934,32.907,Nuba Nile
187,Kavaratti,IN,83.19,Clouds,10.5669,72.642,Poddar Sworone
188,Man,CI,73.53,Clouds,7.4125,-7.5538,Hôtel Les Cascades
189,Eirunepe,BR,78.76,Rain,-6.6603,-69.8736,Atrás de você
190,Sao Joao Da Barra,BR,78.89,Clouds,-21.6403,-41.0511,Pousada Porto De Canoas
191,Salisbury,GB,55.65,Rain,51.0693,-1.7957,Mercure Salisbury White Hart Hotel
192,Sorrento,IT,67.57,Clear,40.626,14.3744,Hilton Sorrento Palace
193,Schio,IT,57.61,Clear,45.7124,11.3574,Schio Hotel
194,Puerto El Triunfo,SV,95.86,Clouds,13.2833,-88.55,Hotel Jardín
195,Aracati,BR,79.59,Clouds,-4.5617,-37.7697,Pousada Canteiros
196,Treia,IT,62.46,Clouds,43.3106,13.3115,Hotel Grimaldi
198,Bure,ET,56.1,Clouds,10.7,37.0667,Teacher danel abeje's home
199,Gavle,SE,32.92,Clouds,60.6745,17.1417,Scandic CH
200,Rawdon,CA,53.55,Clouds,46.0501,-73.7159,Victorienne Du Lac (La)
201,Kumta,IN,77.97,Clouds,14.4167,74.4,Hotel Vaibhav Palace
202,Gulabpura,IN,73.54,Clouds,25.9,74.6667,Hotel N chandra
203,Panaba,MX,89.19,Clouds,21.2833,-88.2667,Posada Rosario
204,Ancud,CL,46.56,Rain,-41.8697,-73.8203,"Hotel, Camping, Cabañas - Arena Gruesa"
205,Havre-Saint-Pierre,CA,46.76,Clouds,50.2334,-63.5986,Auberge Niapiskau
206,Guna,IN,69.85,Clouds,24.65,77.3167,Hotel G K Jain
207,Nouadhibou,MR,71.58,Clear,20.931,-17.0347,El Medina
208,Umm Lajj,SA,83.01,Clouds,25.0213,37.2685,Juman Hotel
209,Awbari,LY,77.43,Clear,26.5921,12.7805,استراحة الشارب العائلي
210,Omboue,GA,77.81,Clear,-1.5746,9.2618,Hotel Olako
211,Imbituba,BR,73.9,Clouds,-28.24,-48.6703,Praia Hotel Imbituba
212,Cururupu,BR,80.13,Clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
213,Lasa,IT,50.88,Clouds,46.6166,10.7002,Pension Feldgärtenhof
215,Impfondo,CG,76.24,Clouds,1.6381,18.0667,Auberge La Place de Jules
216,Mbuji-Mayi,CD,71.98,Clouds,-6.15,23.6,GKT Hotel
217,Carnarvon,AU,66.79,Clear,-24.8667,113.6333,Hospitality Carnarvon
218,Picota,PE,91.89,Clouds,-6.9197,-76.3304,Hospedaje Vanessa
219,Cidreira,BR,69.44,Clouds,-30.1811,-50.2056,Hotel Castelo
220,Faya,SA,57.31,Clouds,18.3851,42.4509,شيلة نسايم
221,Cabedelo,BR,81.27,Clouds,-6.9811,-34.8339,Pousada Camboinha
222,Torbay,CA,55.58,Clouds,47.6666,-52.7314,Gallows Cove
223,Bengkulu,ID,74.53,Clouds,-3.8004,102.2655,Grage Hotel Bengkulu
224,Hamilton,US,57.24,Mist,39.1834,-84.5333,Six Acres Bed & Breakfast
225,Barabinsk,RU,23.81,Clouds,55.3571,78.357,Smart Hotel KDO Барабинск
226,Wilmington,US,82.31,Clear,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
227,San Ramon,US,68.76,Clear,37.7799,-121.978,San Ramon Marriott
228,Qeshm,IR,78.67,Clear,26.9581,56.2719,Qeshm Kavan Hotel
229,Gasa,PS,79.05,Clouds,31.5,34.4667,رابطة الفنانين الفلسطينيين
230,Maseru,LS,53.19,Clouds,-29.3167,27.4833,Lakeview guesthouse
232,Ostersund,SE,27.61,Clouds,63.1792,14.6357,Best Western Hotel Gamla Teatern
233,Narasannapeta,IN,72.52,Clouds,18.4167,84.05,Boiyna vasuthev rau goodon
234,Springbok,ZA,55.87,Clear,-29.6643,17.8865,Undulata Country Lodge
235,Kajaani,FI,21.25,Clouds,64.2273,27.7285,Original Sokos Hotel Valjus
236,Bushehr,IR,78.89,Clear,28.9684,50.8385,Yas Hotel
237,Arlit,NE,85.59,Clear,18.7369,7.3853,Case de Passage De la Prefecture
238,Jacarei,BR,83.12,Rain,-23.3053,-45.9658,Six´s Hotel
239,Pasinler,TR,38.39,Clouds,39.9803,41.6764,K Ogrenim Kredi Ve Yurtlar Kurumu
240,Mehamn,NO,26.51,Clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
241,Andra,RU,16.32,Clouds,62.5147,65.8878,"Gostinitsa ""Ob'"""
242,Zambezi,ZM,69.57,Clouds,-13.5432,23.1047,Royal Kutachika Lodge
243,Dudinka,RU,6.62,Clouds,69.4058,86.1778,Otel' Viktoriya
244,Tulle,FR,57.34,Clouds,45.3333,1.8333,Voilco Aster
245,Kruisfontein,ZA,51.4,Clouds,-34.0033,24.7314,Oyster Bay House Rental
246,Korla,CN,53.62,Clear,41.7597,86.1469,Gulisitan Hotel
247,Karpathos,GR,71.56,Clear,35.507,27.2132,Alex
248,Muros,ES,59.85,Clouds,42.7762,-9.0603,Hostal Arli
249,Atar,MR,88.03,Clear,20.5169,-13.0499,Oumou Elghoura
250,Wukari,NG,81.99,Clouds,7.85,9.7833,Elimtop
251,Pizarro,CO,74.68,Rain,4.9533,-77.366,Hotel Limonar
252,Vardo,NO,31.98,Clouds,70.3705,31.1107,Wilhelmsen eiendom AS
253,Grindavik,IS,41.47,Clear,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
254,Hoopstad,ZA,57.33,Clear,-27.8327,25.9083,Nel's Rust Self Catering Accommodation
255,Mecca,SA,82.27,Clouds,21.4267,39.8261,Fairmont Makkah Clock Royal Tower
256,Somerset,US,82.22,Clear,40.5668,-74.5496,Hilton Garden Inn Bridgewater
257,Iquitos,PE,84.24,Rain,-3.7481,-73.2472,Cortez Malaga Techy Caroly
258,Bilma,NE,79.18,Clouds,18.6853,12.9164,Expeditions Ténére voyages
259,Selizharovo,RU,31.35,Clouds,56.8519,33.4487,Cottage in Kubyshkino
260,Hof,DE,48.74,Clouds,50.3167,11.9167,Hotel Burghof
261,Oruro,BO,70.29,Clouds,-17.9833,-67.15,Eden by BlueBay
262,Tocopilla,CL,66.85,Clouds,-22.092,-70.1979,Hotel Galvarino
263,Nyrob,RU,21.97,Clouds,60.733,56.7202,Gostinitsa
264,Bahia Blanca,AR,82.81,Clouds,-38.7196,-62.2724,Hotel Argos
265,Kambove,CD,64.69,Clouds,-10.8764,26.5969,Pat. Mukendi
266,Vila Franca Do Campo,PT,64.89,Clouds,37.7167,-25.4333,Pestana Bahia Praia
267,Rio Grande,BR,80.71,Clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
268,Tazovskiy,RU,6.42,Clouds,67.4667,78.7,TazHostel
269,Kattivakkam,IN,83.07,Clouds,13.2167,80.3167,Euronova Freezer
270,Saint-Georges,GD,87.48,Clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
271,Mezen,RU,25.0,Clouds,65.8522,44.24,Gostevoy Dom Everest
272,Tukrah,LY,72.25,Clouds,32.5341,20.5791,Lagrota restaurant
273,Kargasok,RU,11.97,Clouds,59.0556,80.8572,Hotel Kargasok
274,Ouesso,CG,77.68,Clouds,1.6136,16.0517,ABENIE Hotel
275,Nioro,GM,80.31,Clouds,13.35,-15.75,Nematoulie farm
276,Veraval,IN,80.37,Clouds,20.9,70.3667,Lords Inn Somnath
277,Kedougou,SN,82.26,Clear,12.5579,-12.1743,Relais de Kédougou
278,Holme,DK,45.97,Clouds,56.1138,10.1725,Hotel Ritz Aarhus City
279,Krasnoselkup,RU,12.18,Clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
280,Carballo,ES,59.86,Clouds,43.213,-8.691,Hotel Pazo do Souto
281,Verkhnyaya Maksakovka,RU,23.18,Clear,61.635,50.9674,Baza Otdyha Maybyr
282,Taylorville,US,48.27,Clouds,39.5489,-89.2945,Economy Inn
283,Mahibadhoo,MV,81.86,Clouds,3.7833,72.9667,Omadhoo Inn
284,Leshukonskoye,RU,24.01,Clouds,64.8989,45.7622,Pryalitsa Hostel
285,Zambrow,PL,40.19,Clouds,52.9855,22.2432,Pokoje Gościnne Amader
286,Santa Maria,BR,70.9,Rain,-29.6842,-53.8069,Hotel Morotin
287,Conceicao Do Araguaia,BR,92.91,Clear,-8.2578,-49.2647,Tarumã Tropical Hotel
288,Melo,UY,72.68,Clouds,-32.3667,-54.1833,Hotel Juana de Ibarbourou
289,Chipinge,ZW,65.61,Clear,-20.1883,32.6236,Chipinge Breeze Lodge
290,Lapa,BR,66.65,Clouds,-25.7697,-49.7158,Pousada Solar da Lapa
291,Namibe,AO,70.02,Clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
292,Beyneu,KZ,65.28,Clouds,45.3167,55.2,NUR
293,Ilinskiy,RU,33.53,Rain,55.619,38.1182,Around the world
294,Hihya,EG,72.97,Clear,30.6713,31.588,الشوادفية
296,Yertsevo,RU,25.18,Snow,60.7966,40.086,Гостевой дом «ЛенинДом»
297,Riyadh,SA,75.34,Clouds,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
298,Quixeramobim,BR,90.72,Clear,-5.1992,-39.2928,Caua Alencar Anibal
299,San Gabriel,US,78.6,Clear,34.0961,-118.1058,Hilton Los Angeles/San Gabriel
300,Berevoesti,RO,51.21,Clouds,45.2333,24.9167,Coliba The Tiny
301,Trindade,BR,89.35,Clouds,-16.6494,-49.4889,Pousada Central
302,Havelock,US,82.98,Clear,34.8791,-76.9013,Sherwood Motel
303,Sinnamary,GF,82.33,Clouds,5.3833,-52.95,L'oiseau de Paradis
304,Marawi,PH,68.36,Clouds,7.9986,124.2928,Sarimanok Guest House
305,Castro,BR,67.62,Rain,-24.7911,-50.0119,CHACARA BAILLY
306,Konya,TR,56.68,Clouds,38.1667,32.5,Meydan Ahmet Muhtar
307,Bathsheba,BB,83.01,Clouds,13.2167,-59.5167,The Atlantis Historic Inn
308,Jalu,LY,74.73,Clouds,29.0331,21.5482,صاحبة الفخامة
309,Iracoubo,GF,82.26,Clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
310,Wageningen,NL,53.85,Rain,51.9667,5.6667,Fletcher Hotel-Restaurant De Wageningsche Berg
311,Sehithwa,BW,79.88,Clouds,-20.4667,22.7167,MONLEK GUEST HOUSE
312,Angol,CL,50.67,Clouds,-37.8,-72.7167,Hostal Gina
313,Juba,SS,70.09,Clouds,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
314,Martinsicuro,IT,67.51,Clouds,42.8811,13.9145,Hotel Rivadoro
315,Cayenne,GF,86.04,Clear,4.9333,-52.3333,Hôtel Le Dronmi
316,Novo Aripuana,BR,100.38,Clouds,-5.1206,-60.3797,Hotel Ezequiel
317,Ciudad Bolivar,VE,92.93,Clouds,8.1222,-63.5497,Hotel Edi
318,Wajir,KE,83.28,Clouds,1.7471,40.0573,Mahatallah Hotel
319,Naryan-Mar,RU,10.11,Clouds,67.6713,53.087,Hostel Agat
321,Thunder Bay,CA,35.58,Clouds,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
322,Salgueiro,BR,92.93,Clear,-8.0742,-39.1192,Hotel Requinte
323,Kalevala,RU,22.08,Clouds,65.2,31.1667,Hotel on Sadovaya 2
324,Salinas,US,72.99,Clear,36.6777,-121.6555,Laurel Inn & Conference Center
325,Nizwa,OM,77.81,Clouds,22.9333,57.5333,Orient Apartments
326,Aksu,CN,53.76,Clouds,41.1231,80.2644,Pudong Holiday Hotel
327,Harper,LR,78.24,Clear,4.375,-7.7169,Screensaver
328,Tacarigua,VE,78.96,Clouds,10.0862,-67.9198,Casa de jaime
329,Conil,FR,44.8,Clouds,44.9673,3.7177,La Cabourne
330,Plettenberg Bay,ZA,55.74,Clouds,-34.0527,23.3716,Thanda Vista B&B
331,Kumluca,TR,71.47,Clouds,36.3703,30.2869,Akkol Apart
332,Axim,GH,78.46,Clear,4.8699,-2.2405,Axim Beach Resort And Spa
333,Boffa,GN,79.5,Rain,10.1667,-14.0333,Hôtel Niara Belly
334,Christiana,ZA,56.79,Clear,-27.914,25.1611,At-Neli Guesthouse
335,Belyy Yar,RU,17.49,Clear,53.6039,91.3903,Pasportnyy Stol
336,Matara,LK,76.44,Rain,5.9485,80.5353,Reef Edge
337,Elesbao Veloso,BR,96.33,Clouds,-6.2019,-42.1403,Pousada Paraiso
340,Nkowakowa,ZA,76.95,Clouds,-23.8878,30.2871,Moytel 966A Guest House & Spa
341,Tsiroanomandidy,MG,74.3,Rain,-18.7667,46.0333,Espace Bel'air
342,Mahbubnagar,IN,72.43,Clouds,16.7333,77.9833,Maruthi Mess and Fast Foods
343,Lubango,AO,64.26,Clouds,-14.9172,13.4925,Hotel Serra da Chela
344,Kaoma,ZM,74.14,Rain,-14.7833,24.8,KAOMA AIRPORT
345,Shelburne,CA,49.77,Clear,44.0787,-80.2041,The Retreat at the Farm
346,Altay,CN,32.47,Clouds,47.8667,88.1167,Jinqiao Hotel
347,Koppa,IN,66.83,Clouds,13.5304,75.3633,Muudana Mane Home Stay
348,Awjilah,LY,74.91,Clouds,29.1081,21.2869,الحاج احمد بالقاسم
350,Wattegama,LK,74.28,Clouds,6.7989,81.4808,D M R Villa
351,Zemio,CF,68.31,Clouds,5.0314,25.1361,OCHA Office
352,Puerto Carreno,CO,94.98,Clouds,6.189,-67.4859,Casa Hotel Victoria
354,Sistranda,NO,30.16,Clear,63.7256,8.834,Hotell Frøya
355,Maniitsoq,GL,23.97,Clouds,65.4167,-52.9,Hotel Heilmann Lyberth
357,Waverly,US,50.16,Clear,42.7392,-84.6208,"Crowne Plaza Lansing West, an IHG Hotel"
358,Bobo Dioulasso,BF,81.05,Clouds,11.1771,-4.2979,IBA Hotel
359,Sudak,UA,61.74,Clouds,44.85,34.9667,Solari Beach
360,Gangakher,IN,67.8,Clear,18.95,76.75,Siddharth Home
361,Chinsali,ZM,75.7,Clouds,-10.5414,32.0816,Chisakatu Guest House
362,Mumbwa,ZM,82.35,Clouds,-14.9783,27.0619,Mumbwa Motel
363,Saquarema,BR,77.14,Clouds,-22.92,-42.5103,Itaúna Hostel
364,Karoi,ZW,74.44,Clear,-16.8099,29.6925,Chikangwe Guest houses
365,Bandarbeyla,SO,79.23,Clouds,9.4942,50.8122,JABIR HOTEL
366,Portobelo,PA,79.57,Rain,9.55,-79.65,Scuba Portobelo
367,Galle,LK,76.75,Rain,6.0367,80.217,Amangalla
368,Villa Rica,US,82.38,Clear,33.7321,-84.9191,Super 8 by Wyndham Villa Rica
369,Malumfashi,NG,76.42,Clear,11.7853,7.6218,Visitors Lodge
370,Idenao,CM,78.35,Rain,4.2475,9.0047,Moland Beach Resort
371,Oriximina,BR,94.69,Clouds,-1.7656,-55.8661,Pousada Tia Amélia
372,Sakassou,CI,78.64,Clear,7.4546,-5.2926,Parents de Damienne
373,Olafsvik,IS,41.49,Clouds,64.8945,-23.7142,Hotel Olafsvik
374,Tucuman,AR,93.2,Clear,-26.8241,-65.2226,Hotel Premier
375,Berberati,CF,70.2,Clouds,4.2612,15.7922,MAIRIE DE BERBERATI
376,Porto Novo,BJ,82.22,Clear,6.4965,2.6036,Tour Eiffel Hotel Benin
377,Mircea Voda,RO,63.63,Clouds,44.2833,28.1667,La Hanul Lui Mocanu
378,Emirdag,TR,61.43,Clear,39.0197,31.15,EMİRDAĞ KIZ ÖĞRENCİ YURDU AFYON EMİRDAĞ YURT
379,Parainen,FI,30.88,Clouds,60.3067,22.301,Hotell Kalkstrand
381,Caravelas,BR,77.43,Clouds,-17.7125,-39.2481,Pousada dos Navegantes
382,Huicungo,PE,79.29,Clouds,-7.2833,-76.8,Gran Pajaten Trek
383,Moyo,UG,65.5,Rain,3.6609,31.7247,Amelia Guest House
384,Chapais,CA,31.78,Clouds,49.7834,-74.8492,Hôtel Opémiska
385,Kibaha,TZ,74.35,Clouds,-6.7667,38.9167,I&G Lodge
386,Nuuk,GL,23.88,Clouds,64.1835,-51.7216,Vandrehuset
388,Wernigerode,DE,53.6,Clouds,51.8333,10.7833,REGIOHOTEL Schanzenhaus Wernigerode / Harz
389,Oliva,ES,69.82,Clear,38.9197,-0.1194,Camping Kikopark
390,Iquique,CL,69.84,Clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
391,Niamey,NE,91.69,Clear,13.5137,2.1098,Soluxe Hotel Niamey
392,Yalutorovsk,RU,18.97,Clouds,56.6536,66.3006,Vorobynoe plato
393,Iskateley,RU,10.02,Clouds,67.6803,53.1512,Hostel Agat
394,Puri,IN,70.32,Clouds,19.8,85.85,OYO Hotel Shree Hari Grand
395,Coihaique,CL,39.81,Rain,-45.5752,-72.0662,Diego De Almagro Coyhaique
396,Araguaina,BR,92.75,Clouds,-7.1911,-48.2072,Hotel São Vicente
397,Musafirkhana,IN,70.79,Clouds,26.3667,81.8,सूर्यकांत पाण्डेय जी
398,Saint-Joseph,RE,71.98,Clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
399,Bereda,ES,53.15,Rain,43.2686,-7.5406,Pazo de Verdes
400,Aguimes,ES,72.23,Clouds,27.9054,-15.4461,Hotel Villa de Aguimes
401,Colares,PT,67.98,Clouds,38.7992,-9.4469,Arribas Sintra Hotel
402,Muisne,EC,74.97,Rain,0.6,-80.0333,Quinta Samay
403,Igrim,RU,15.78,Clear,63.1906,64.4162,Obshchezhitiye Uchebno-Proizvodstvennogo Tsentra
405,Manga,BF,83.86,Clear,11.6636,-1.0731,AUBERGE DE L'AMITIÉ (ANNEXE)
406,Oltu,TR,56.55,Clouds,40.5498,42.0013,Orman İşletme Müfettişliği Lojmanı
407,Chake Chake,TZ,77.45,Clouds,-5.2459,39.7666,Hotel Archipelago
408,Douentza,ML,85.51,Clouds,14.9951,-2.9517,Ogomono Doumbo
409,West Bay,KY,87.87,Clouds,19.3667,-81.4167,Calypso Cove
410,Oistins,BB,82.49,Clouds,13.0667,-59.5333,Butterfly Beach Hotel
411,Washington,US,45.64,Clear,47.5001,-120.5015,Cashmere Inn
414,Nargana,PA,80.44,Rain,9.4428,-78.5906,Dubbir
415,Xai-Xai,MZ,72.95,Clear,-25.0519,33.6442,Complexo da Familia
416,Constitucion,CL,54.86,Rain,-35.3333,-72.4167,Hotel Boutique Las Azucenas
417,Uirauna,BR,91.26,Clear,-6.5183,-38.4122,Estrela azul
418,Muli,MV,81.01,Clouds,2.9167,73.5667,Medhufushi Island Resort
420,Bonthe,SL,79.83,Clear,7.5264,-12.505,Bonthe Holiday Village
421,Gualeguay,AR,81.59,Clear,-33.1416,-59.3097,Cabañas Nuestro Refugio. Juan Y Susana Piaggio
422,Sisimiut,GL,23.68,Clouds,66.9395,-53.6735,Hotel Sisimiut
423,Manbij,SY,72.5,Clear,36.5281,37.9549,سوق الهال جانب قبان الرشو
425,Chama,CH,52.07,Clouds,47.1821,8.4636,City Garden Hotel
426,Dundee,GB,50.59,Clouds,56.5,-2.9667,101 Broughty Ferry Road
427,Boa Viagem,BR,89.67,Clear,-5.1275,-39.7322,Inn and Steakhouse Aconchego
428,Visegrad,BA,52.36,Clouds,43.7847,19.2992,Hotel Višegrad
429,Geraldton,AU,55.81,Clear,-28.7667,114.6,Broadwater Mariner Resort
430,Alekseyevka,RU,46.09,Clouds,50.6309,38.6903,Apartment on Ploshchad Pobedy
431,Krasnoyarka,RU,21.15,Clouds,55.3333,73.1167,"Country Complex ""Tsaritsyno"""
432,Camacha,PT,67.42,Clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
434,Sal Rei,CV,78.67,Clouds,16.1833,-22.9167,Marine Club Beach Resort
435,Maicao,CO,82.63,Clouds,11.3832,-72.2432,Hotel Sancho
436,Antofagasta,CL,63.68,Clear,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
437,Pacatuba,BR,83.32,Clear,-3.9842,-38.6203,Pousada das Andreias
438,Albion,US,54.41,Clear,42.2431,-84.753,Days Inn by Wyndham Albion
439,Chynadiyovo,UA,49.23,Clouds,48.4818,22.8217,Vorobey
440,Takaungu,KE,78.42,Clouds,-3.6837,39.8566,Takaungu House
441,Dolny Kubin,SK,46.56,Clouds,49.2098,19.3034,Hotel Park
442,Hobyo,SO,81.01,Rain,5.3505,48.5268,Halane Hotel and Restaurent
443,Lebu,CL,50.04,Clouds,-37.6167,-73.65,Hosteria Millaneco
444,Ust-Tsilma,RU,15.62,Clouds,65.441,52.1498,U Praskov'i
446,Alnavar,IN,73.98,Clouds,15.4333,74.7333,Shri Manjunath hotel
447,Narsaq,GL,31.12,Clouds,60.9167,-46.05,Sleep In Narsaq
448,Vallenar,CL,65.59,Clear,-28.5708,-70.7581,Humacao Bed & Breakfast
449,Misratah,LY,75.47,Clear,32.3754,15.0925,Almasa Hotel
451,Lima,PE,71.85,Clear,-12.0432,-77.0282,Hotel Kamana
453,La Florida,CO,61.47,Rain,1.2985,-77.4061,Hospedaje Primavera
454,Lisakovsk,KZ,32.09,Clouds,52.5369,62.4936,"""Lisakov"" Qonaq üiı"
455,Mariestad,SE,36.07,Clouds,58.7097,13.8237,Hotel Wictoria
457,Pio Xii,BR,94.33,Clouds,-3.8325,-45.1525,BACURI DOS QUARESMAS
458,Puerto Ayora,EC,85.96,Clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
459,Westport,US,81.18,Clear,41.1415,-73.3579,The Inn at Longshore
460,Mocuba,MZ,76.78,Clear,-16.8392,36.9856,Phama Lodge
461,Nieuw Amsterdam,SR,96.96,Clouds,5.8833,-55.0833,Hotel Stardust
463,Port-Gentil,GA,79.68,Clear,-0.7193,8.7815,Fengshui Residence
464,Yanam,IN,79.27,Clouds,16.7333,82.2167,The Regency Hotel
465,Hofn,IS,38.93,Clouds,64.2539,-15.2082,Hótel Höfn
466,Almeria,ES,53.44,Clear,37.1667,-2.3333,Casa Rural El Laurel
467,Butembo,CD,58.24,Clouds,0.15,29.2833,Hotel Butembo
468,Navoi,UZ,58.48,Smoke,40.0844,65.3792,Silk Road Hotel Termez
469,Dunnville,CA,54.45,Clear,42.9001,-79.6163,Dunnville Inn Bed & Breakfast
470,Effingham,US,84.65,Clear,32.3669,-81.3332,Countryside Village
471,Pedernales,DO,83.3,Rain,18.0384,-71.744,Hotel Costa Marina
473,Sladkovo,RU,23.27,Clouds,55.5284,70.3385,Gostinitsa
474,Jardim,BR,93.38,Clouds,-21.4803,-56.1381,Estancia Hotel - Jardim MS
476,Praia,CV,79.34,Clouds,14.9215,-23.5087,LT Aparthotel
477,Quatre Cocos,MU,74.08,Clear,-20.2078,57.7625,Sunrise Attitude Hotel
478,Santa Rosa,PH,81.95,Clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
479,Guarapuava,BR,67.64,Rain,-25.3953,-51.4581,Küster Hotel | Guarapuava
480,Ust-Koksa,RU,27.23,Clouds,50.2696,85.6108,Uymonskaya Dolina
481,Rawson,AR,59.29,Clouds,-43.3002,-65.1023,Hosteria Sampedro
482,Domoni,KM,78.12,Clear,-12.2569,44.5319,Al Djadid
483,Gat,IL,84.4,Clouds,31.61,34.7642,OlusHome
484,Kilindoni,TZ,79.5,Clouds,-7.9139,39.6668,Bustani B&B
485,Nisia Floresta,BR,82.78,Clouds,-6.0911,-35.2086,Rancho Crepusculo
487,Valle De San Juan,CO,82.58,Rain,4.1987,-75.1173,Hostal Bety
488,Biscarrosse,FR,66.15,Rain,44.3945,-1.1672,Saint Hubert
489,La Carolina,ES,55.35,Clear,38.2756,-3.6153,Hotel La Perdiz
492,Biltine,TD,86.43,Clear,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
493,Nuristan,AF,32.61,Clouds,35.3,70.8333,لَکچُک هوټل
494,Bud,US,56.19,Clouds,39.447,-86.1758,Ted McQuinn Trust
495,Sokoto,NG,83.66,Clouds,13.0609,5.239,Grand Ibro Hotel
496,Gangarampur,IN,68.41,Clear,25.4,88.5167,Parijat Lodge
